"""is_sarcastic",headline
1,Georgia Governor Disgusted By Inhumane Filming Of Black Man’s Murder
1,10 Utterly Unremarkable TV Shows To Transform Your Existence Into A Monochromatic Blur Where Each Day Is Indistinguishable From The Last
1,Trump Names Donor As New Postmaster General
1,Most Common Panic-Buying Purchases During Coronavirus
1,Each Successive Comment On ‘Jack And Diane’ Music Video More Heartbreaking Than Last
1,Incredible Security: The Xbox Series X Will Deter Would-Be Burglars By Emitting A Rotting Crab Smell At All Times
1,Watch What Happens When You Zoom In On This Bread
1,12 Sure Signs You Directed The 2006 Motion Picture ‘Babel’
1,Study Finds It Statistically Impossible That Your Mom The Best Mom In The World
1,"Kansas Unveils $1.5 Million, 50,000-Square-Mile ‘Bless This Mess’ Border Mat"
1,"‘Hey,’ Says Chloë Sevigny In Cool, Unaffected Greeting To Firstborn"
1,NYPD Officer Hopes Black Teen Only Coughing Because He Just Choked Him
1,"‘Light ’Em Up, Boys!’ Shouts Gun-Toting CDC Grunt After Hundreds Of Baby Coronaviruses Burst Out Of Pulsating Nest"
1,Rich College Student Trying To Find Shabbiest Angle In Parents’ Penthouse To Zoom Into Class From
1,Scientists Study Llamas In Quest For Coronavirus Treatment
1,God Cleans Cosmos After Discovering Universe Infested With Ants
1,"Stephen A. Smith: ‘I’ve Loved Ha-Seong Kim For Years, But He Will Simply Never Be The Player Jeong Choi Is’"
1,Golden Boy Boxing Applies For PPP Loan To Continue Paying Off Judges
1,REWIND! 10 Sharp Knives That Scarred You For Life
1,New York City Shuts Down Subway Overnight To Disinfect Rats
1,Quiet City Streets Allow Neighborhood Residents To Hear The Natural Sounds Of Couples’ Blow-Out Fights
1,1 In 5 Wendy’s Restaurants Currently Out Of Beef
1,Major Airlines Will Require Passengers Wear Masks During Flights
1,Man Just Can’t Be With Someone Who He Projects So Many Of His Own Flaws Onto
1,Elon Musk Debuts New Self-Parenting Child
1,Study Finds Skin Melting Off Your Hands Revealing Bones Beneath Best Indication You’re About To Have A Bad Trip
1,Biden Campaign Considering Using The Internet To Attract Voters
1,"Conservative Militia Group Prepares For Societal Collapse By Training As Hairstylists, Nail Technicians"
1,How Contact Tracing Works
1,Facebook Cracking Down On Misinformation By Warning Users Who Share Links From Facebook
1,The Top 10 Celebrity Pip Blips
1,Nobody Panic: Bulbasaur Found A Gun
1,Oscar Meyer Whiner
1,Michelle Obama ‘Becoming’ Netflix Documentary Spends First Hour On Embryonic Stage
1,Carnival Cruise Line To Resume Service In August
1,The Top 10 Prevented Nip Slips
1,Boston Market CEO Forgoes Annual 2-Million-Gallon Gravy Bonus To Help Pay Unemployed Workers
1,Immune System Bored Too
1,Bride Only One Not Relieved About Postponed Wedding Date
1,Poll Finds Majority Of Americans Would Prefer Working Remotely After Pandemic
1,"13 Adorable Photos Of Baby Farm Animals, But With Each Click, Another Appendage Will Be Cut Off Our Finance Director’s Body. How Far Will You Go? When Will You Let It Stop?"
1,Pizza Placed In Frozen Slumber Until Time World Needs It Most
1,Man Feels Like He Gets Gist Of Enlightenment After First Few Minutes Of Hearing Zen Monk Talk
1,BREAKING: Millions Of Americans Sucked Out Into Space After NASA Accidentally Open Airlock Above Headquarters
1,"Your Horoscopes — Week Of May 5, 2020"
1,Invasive ‘Murder Hornets’ Confirmed In U.S.
1,Best At-Home Workouts To Do When Your Head Is Stuck In The Banister
1,Camouflage-Wearing Protesters Pose With Virus They Caught
1,Belarusian Soccer Execs Pop Champagne On New Mega Yacht To Celebrate Wave Of Increased Popularity That Will Surely Last Forever
1,Man Can’t Unsee That McDonald’s Logo Just Big ‘M’
1,Trump Blames China For Acting Too Late In Coordinating U.S. Coronavirus Response
1,YouTube Shuts Down Account Of Man Who Pushed 5G Coronavirus Conspiracy
1,Kindergartener Can’t Believe Friend Has Never Seen ‘Cars 3’ Before
1,Indomitable Honey Bee Stings Itself Rather Than Fall To Asian Hornet
1,Major Relief: Microsoft Has Confirmed That The Xbox Series X Will Play Video Games
1,10 Reasons Falling For Shameless Click Bait Makes You A Bad Mother
1,Elena Kagan Mutes Microphone So She Can Listen To Supreme Court Arguments While Washing Dishes
1,Carlos Santana Signs 30-Year Contract Extension With Longtime Hat
1,The Topical Wins A Pulitzer
1,"The Week In Pictures – Week Of May 4, 2020"
1,Doctors Report ‘Covid Toes’ As Possible New Coronavirus Symptom
1,Justin Amash Announces 3rd Party Run For President
1,NCAA Wonders Why Financially Struggling Student Athletes Didn’t Just Exploit Labor Of Others
1,Man Not Sure He Can Take Another 6 Weeks Of Barely Following CDC Guidelines
1,Biden Addresses Sexual Assault Allegations: ‘My Advisors Told Me To Say They Aren’t True’
1,40 Numbers Under 40
1,Glade Unveils New Strap-On Air Freshener
1,Even Better Than Travis Scott: The Nephew Of An Epic Games Executive Will Be Playing Some Songs On The Oboe For Everyone In ‘Fortnite’
1,Hospital Room Admittedly Nice Change Of Scenery
1,Americans React With Indifference After First Case Of Coronavirus Spreading To Pet Ferret
1,How Coronavirus Will Change Human Relationships
1,Struggling United States Purchased By Private Equity Firm
1,New Fossil Evidence Suggests Dinosaur Could Swim
1,"Oh No, You Don’t: Get The Fuck Out Of This Issue, Elijah Wood, We Said We’re Busy This Week And We Meant It"
1,Man In Quarantine Can’t Remember How Long It’s Been Since He Danced Through Town Square Followed By Big Chorus Of Friendly Locals
1,"Look, Brother, Sister Don’t Like That They’re Soulmates Either"
1,Exhausted Parents Struggling To Limit Child’s Time Using Gun
1,Charles Barkley: ‘Michael Jordan Would Have Been Nothing Special Had He Played In My Day’
1,Bourgeois Pig Owns Ostentatious Glass Crafted Specifically To Hold Wine
1,Children’s Science Website Clearly Struggling To Come Up With 10 Facts About Slugs
1,Biden Campaign Fundraising Email Reminds Donors Sexual Assault Allegations Don’t Bury Themselves
1,Mike Pence Tours Mayo Clinic Without Mask
1,Disappointing: Experts Are Now Telling Us That All The Big Kisses We Did To The TV Screen While Princess Zelda Was On Never Got Through To Her
1,"10 Sexiest Photos Of Kates, Uptons"
1,"This Woman Was Isolated In Her Nursing Home, So Her Grandchildren Stood Outside With Signs To Ask Her For Money"
1,Reports Of Kim Jong Un’s Health Creates Confusion Over Possible Successors
1,"Thousands Of Pigs, Cattle Across Nation Stage Walkout Strike Following Trump’s Demands To Keep Meat Plants Open"
1,America Surpasses 1 Million Confirmed Coronavirus Cases
1,Historical Timeline Of U.S. Employment
1,Republicans Ridicule Democrats For Caring As Little About Sexual Assault As They Do
1,Longtime Person Dead At 86
1,Zoom Crasher Becomes Too Engrossed In Sales Meeting To Scream Obscenities
1,What To Cook While Social Distancing
1,Other Butter Companies Scramble To Fill Racism Void Left By Land-O-Lakes
1,Thousands Of Stockpiled Ventilators Sent To New York Hospitals Turn Out To Be Claw Machines
1,10 Clumps Of Grass In Video Games
1,9 Photos Of Jennifer Lawrence That Will Make You Reassess The Scope Of The 1986 Vienna Convention On The Law Of Treaties Between States And International Organizations
1,Vaccine Rates Plummet During Pandemic
1,Woman In Studio Apartment Jealously Watches Woman Standing On Balcony Jealously Watching Woman Relaxing In Yard
1,Undaunted Texas Waffle House Waitress Has Been Expecting To Die There Every Day For The Past 20 Years Anyway
1,Dog Screamed Into
1,One Flu Over The Cuckoo's Nest
1,Millions Of Texans Pop Out Of Barrels To Engage In Shootout After Governor Announces Reopening Of State
1,Airbnb Introduces New 24-Hour Vacancy Policy Between Guests
1,Jay Cutler’s Marriage Completion Percentage Drops To Zero
1,The Land Of The Free: 10 Ways You KNOW You’re Living In The Greatest Country On Earth
1,Walgreens Introduces New Dumbass-Only Shopping Hours For Dipshits Who Don’t Know How To Stay 6 Feet Away
1,"Your Horoscopes — Week Of April 28, 2020"
1,Creatively Unfulfilled Hubble Telescope Transitions From Photography To Decoupage
1,Teleconferencing Pastor Requests Any Worshipper Currently Speaking In Tongues Go On Mute
1,Every Day Garbage Day For Garbage Man
1,Saudi Arabia Bans Public Floggings
1,"‘The Food Supply Chain Is Breaking Down,’ Screams Tyson CEO Being Swallowed Whole By Chicken"
1,Trump Accuses New York Of Padding State’s Mortality Rate By Including African American Deaths
1,North Korean Media Report Kim Jong-Un In Best Health Of Life After Receiving Hundreds Of Heart Transplants
1,Chris Matthews Admits To Inappropriate Behavior During MSNBC Career
1,Cracker Barrel Booth Really Missed Moron’s Giant Ass
1,A Well-Deserved Break: This ER Nurse Just Finished A 15-Hour Shift And Is About To Get Destroyed In ‘Call Of Duty: Warzone’
1,God Pins Up Hunky Shot Of Mesopotamian Hunting Deity As Inspiration To Start Working Out
1,10 ‘Healthy’ Foods That Are Actually Bad For You
1,TheOnion.com Has Been Designated As A Pandemic Shelter In The Event That Covid-19 Could Spread Through The Internet
1,Occupation Drop-Down Menu Forces Man To Scroll Past List Of Every Existing Job Before He Can Select ‘Unemployed’
1,Las Vegas Mayor Suggests Using City As Coronavirus Control Group
1,"The Week In Pictures – Week Of April 27, 2020"
1,The Best Anime Characters
1,Millions Of ‘Last Dance’ Viewers Hooked By Thrilling Benny The Bull Paternity Suit Story
1,"‘A Dash Of Soap Bubbles, 2 Pinches Of Sunshine, And Just A Drop Of Imagination’ Says Top Hat-Wearing Trump Pouring Ingredients Into Fizzing Concoction"
1,Report: Make It Stop
1,Hubble Space Telescope Celebrates 30 Years In Space
1,Effects Of Trump Halting Immigration
1,Report: Jogger Brushing Past You On Street Yesterday All It Took
1,Report: Majority Of Knocks At Study Door Occur At Precise Moment Finishing Touch Being Put On Delicate Scale Model
1,Everything You Need To Know About ‘Valorant’
1,10 SIZZLING HOT Sex Tips
1,Burnt Piece Of Toast On Top Of Trash Serves As Humiliating Monument To Culinary Failures
1,Nation Ashamed To Admit They Would Probably Look Up John Goodman’s Nudes If They Leaked
1,Missouri Sues China Over Coronavirus Pandemic
1,89-Year-Old Football Fan Still Finds It Surreal That Draftees Are Younger Than Him
1,"Tampa Bay Also Acquires Deion Branch, Kevin Faulk, Troy Brown From Patriots"
1,Potentially Promising Covid-19 Vaccine Hits Roadblock After Testing Reveals It’s Just Shotgun
1,Sales Of Video Game Consoles Up During Pandemic
1,What To Watch While Social Distancing
1,Ramadan Begins
1,"Baby Emerges From Game Of Peekaboo Wiser, More Reflective"
1,Man Reaches First Of Dozens Of Breaking Points To Come
1,"Wincing, Screaming Mom Feels Searing Pain In Head Every Time Daughter Across Country Wears Sock With Hole In It"
1,11 Surefire Signs
1,Top Prospects Of The 2020 NFL Draft
1,Lower Smog Levels Revealing Poorly Rendered Parts Of California
1,Federal Reserve To Infuse Wall Street With $500 Billion Worth Of Cocaine
1,Rob Gronkowski Hoping Bucs Trade For Tom Brady Too
1,Gronkowski Breaks 6 Tackles On Way Out Of Neurology Clinic To Finalize Trade With Tampa Bay
1,"Shaggy, Curly-Nailed Georgia Governor Urges Salons To Reopen"
1,Man Not Sure Why He Thought Most Psychologically Taxing Situation Of His Life Would Be The Thing To Make Him Productive
1,Oil Paintings Plunge Into Negative Pricing As Market Overrun With Surplus Of Still Lifes
1,Nancy Pelosi Assures Democratic Reps They Don’t Need To Try Being Productive During Stressful Pandemic
1,Germany Cancels Oktoberfest Due To Coronavirus Fears
1,Silver Lining: ‘The Last Of Us 2’ Has Been Delayed Indefinitely But The ‘Q*bert 50th Anniversary Collection’ Just Released 12 Years Early
1,7 Most Unbelievable Autocorrect WINS
1,Report: Amazon Using Heat-Sensing Alien Hunters To Track Workers Attempting To Unionize
1,How To Fix America’s Protective Equipment Shortage
1,Psychologists: So-Called ‘Dr. Fauci’ Just A Figment Of Nation’s Collective Imagination
1,Shortage Of Supplies Forces Surgeon To Wear Boxing Gloves For Operation
1,It Starting To Become Pretty Clear Just How Much Cruises Were The Bedrock Of Parents’ Marriage
1,2020 Lyrid Meteor Shower Peaks This Week
1,"If Woman Makes It Through This, She Finally Going To Wear Hat In Public"
1,Shake Shack Returns $10 Million Loan Meant For Small Businesses
1,Supply Chain Breakdown Forces Ford To Leave Millions Of F-150s Rotting On Vine
1,Novak Djokovic Clarifies Anti-Vaccine Comments By Insisting He’s Always Supported Having Sponsors
1,Theoretical Commodities Trader Explodes Into Flash Of Pure Energy While Attempting To Buy Negative-Priced Oil
1,"Protesters Demand States Reopen, Notice Spike In Coronavirus Cases, Infuriate Them By Locking Down Again"
1,10 Sandwiches That Look Like British Novelist Martin Amis
1,"Stop The Pandemic, I Want To Get Off"
1,Man Reminds Self Woman On Chiquita Banana Sticker Only Smiling At Him Because That’s Her Job
1,"Your Horoscopes — Week Of April 21, 2020"
1,Land O’ Lakes Displaces Innocent Native American
1,Russians Withdrew $13.6 Billion From ATMs Amidst Coronavirus Fears
1,Nation Close To Getting Video Conferencing Software To Work
1,"More Americans Report Vivid, Violent Dreams During Pandemic"
1,BP Celebrates 10th Anniversary Of Deepwater Horizon By Dyeing Gulf Of Mexico Black
1,Fully Recovered Chris Cuomo Gradually Realizing Family Never Going To Let Him Out Of Basement
1,CDC Urges Nation’s Hotties And Studs Not To Hide That Pretty Little Face Behind A Mask
1,A Timeline Of Marijuana
1,Marijuana And Criminal Justice
1,Marijuana Laws By State
1,Economic Impact Of Marijuana By The Numbers
1,The Health Effects Of Marijuana
1,Boston Market CEO Forgoes Annual 2 Million-Gallon Gravy Bonus To Help Pay Unemployed Workers
1,"Having Trouble Finding The Coelacanth In ‘Animal Crossing’? And You Expect Us To Help You, After All You’ve Done? It Would Be Beneath Us To Even Grant You Death, You Dog"
1,Antsy Nursing Home Residents Counting Down Seconds Until They Can All Get Back To Fucking Each Other
1,13 Most Common Questions Employers Will Ask At A Job Interview
1,Tour De France Postponed Until August
1,"The Week In Pictures – Week Of April 20, 2020"
1,Regretful ‘The Last Dance’ Producers Realize They Probably Should’ve Tried To Interview Michael Jordan
1,Billions Of Viruses Gathered Outside Michigan State Capitol Call For End To Social Distancing Measures
1,Netflix Now Worth More Than Disney
1,Potential Ways For Sports To Restart During Coronavirus
1,Report: Rising Market Instability Driving More Countries To Peg Currencies To Akon’s Akoin
1,"‘You’ve Served Me Well, But This Has Gone Too Far,’ Says Oprah Loading Shotgun After Watching Dr. Oz, Dr. Phil Fox News Appearances"
1,How Popcorn Dethroned Hen-Of-The-Woods Mushrooms As The Iconic Movie Snack
1,Fox News Producer Tasked With Calculating How Long It Would Take To Get Kid Rock A Doctorate
1,‘Salutations And Good Tidings!’ Blurts Out Man Speaking To Other Human For First Time In Days
1,Mental Health Walk Spent Being Glared At By Quarantined People In Windows
1,Pathetic Minimum-Wage Worker Devastated About Losing Job That Only Paid Couple Hundred Dollars A Week Anyway
1,Innovation FTW: New PS5 Controller Features Third Joystick You Operate With Your Tongue
1,Taiwanese Robot Baseball Fan Ejected For Yelling Slurs At Pitch Camera
1,"Ford, General Motors To Begin Manufacturing Car-Sized Ventilators"
1,British WWII Vet Raises Millions For NHS By Walking Laps Around Yard
1,The Greatest Moments In Slideshow History
1,Russian Roulette Champion Wouldn’t Let His Son Play Russian Roulette
1,Spring SAT Tests Cancelled Due To Pandemic
1,Alex Garland Recalls Discovering Personal Computers While Researching ‘Devs’
1,CEO Assures Employees He Doing Everything In His Power To Lay People Off
1,Answering The Call: Bungie Announced That Master Chief Is Available To Fight Coronavirus But Isn’t Sure How To Make That Happen
1,Names For William H. Macy Around The World
1,"‘I Congratulate Joe Biden, A Very Decent Man,’ Says Bernie Sanders In Unprovoked Attack On Democratic Party Unity"
1,Boyfriend Announces Plan To Spend Infuriating Afternoon Speaking In Australian Accent
1,Report: Probably Best Not To Even Think About Crazy Virus Currently Brewing Inside Axolotl
1,"‘Barber…I Was A Barber,’ Says Man Struggling To Recall Life Before Pandemic"
1,Global Economy Expected To Shrink 3% Due To Pandemic
1,Supreme Court Will Hear Arguments Via Teleconference For First Time
1,"Congress Sets Aside $1,200 In Trust For Each American Until They Prove They’re Responsible Enough To Handle It"
1,Health Experts Say Coronavirus Originated In Promiscuous Bat Who Slept Around A Lot
1,Lonely Pedophile Wistfully Surveys Deserted Schoolyard Playground
1,Americans Begin Receiving Stimulus Checks
1,Bulls Fire GM After 6-Week Winless Streak
1,"Obama: ‘I’m So Proud To Endorse Joe Biden—That’s Who They Went With, Huh?—For President’"
1,Grinning Tim Cook Announces New iPhone Will No Longer Be Compatible With AirPods
1,Pope Francis Finally Close To Finishing Bible
1,8 Electrical Outlets That Would Love The Opportunity To Power A Coffee Maker
1,9 Inconsistencies In The Mysterious Disappearance Of The Countess Wellington
1,Pros And Cons Of Reopening America Before Coronavirus Pandemic Ends
1,Fears Over Food Supply Grows After Nation’s Naughty Little Boys Sneak Into Reserve Stockpiles And Eat All The Sweets
1,"Your Horoscopes — Week Of April 14, 2020"
1,Netflix Algorithm Suggests Viewer Who Enjoyed ‘Ozark’ Will Like Pretty Much Anything
1,DMT Researchers Advise Maintaining 6-Foot Distance From Own Body
1,"Census Foot Soldiers Swarm Neighborhoods, Kick Down Doors To Tally Household Sizes"
1,Aetna Honors All The Brave Insurance Debt Collectors Continuing To Work In This Difficult Time
1,Trump Blasts Dr. Fauci Over Repeated Negative Remarks About Coronavirus
1,NASCAR Driver Suspended Indefinitely For Racial Slur During Livestream
1,Mike Pompeo Warns Iran Stockpiling Tubes To Build Ventilator
1,3 Dogs; 2 Clever Backyard Projects; 4 Candy Bars You Forgot Existed; A Woman Drowning; 2 80s Hairstyles We Loved and 30 Entrepreneurs Under 30
1,Bib-Wearing Nation Holding Forks And Knives Impatiently Waiting For Restaurants To Reopen
1,Postal Service Unveils Plan To Pay Debts With New $1 Trillion Stamp
1,Nation Breathes Sigh Of Relief After Learning Cast Of ‘Brockmire’ Wishes Them Well
1,Nerd Immunity
1,Julian Assange Secretly Fathered 2 Kids In Ecuadorian Embassy
1,Boris Johnson Released From Hospital After Stay In ICU
1,Desperate Red Cross Introduces New High-Powered Arm Juicer To Get Every Last Drop Out Of Donors
1,Violently Bored Americans Begin Looting Puzzle Stores
1,Pandas In Locked-Down Zoo Mate After 10 Years Of Trying
1,Historians Discover Declaration Of Independence Originally Intended As Outlet For Founders To Vent Privately
1,"Bad News, Naughty Dog Fans: ‘The Last Of Us Part II’ Has Been Delayed Again After Joel Was Arrested For Taking Pictures Of Kids At Local Playgrounds"
1,"The Week In Pictures – Week Of April 13, 2020"
1,10 Celebrities You Never Knew Were Abducted And Murdered By Andie MacDowell
1,"‘I Can Still Cook This, Right,’ Asks Woman Holding Up Writhing, Screaming Potato With 8-Foot-Long Roots"
1,Facebook Switchboard Operators Overwhelmed During High-Traffic Afternoon
1,European Vacation Dispatch: All Good Things Must Come To An End
1,Dr. Fauci Calls For End To Handshakes
1,7 Times We Mistook Some Random Long-Haired Guy In The Sky For Jesus
1,Must See: The ‘Final Fantasy VII Remake’ Features The Gorgeous New Opening Film ‘Taxi Driver’
1,KitchenAid Introduces New High-Speed Countertop Chicken Decapitator
1,"LEGO Unveils New 20,000-Piece Ventilator Set To Aid Supply Shortage"
1,"MUST SEE: 10 AMAZING, Totally WTF Brick Photos (NSFW)"
1,Highlights Of ‘Tiger King’
1,One-Third Of American Renters Didn’t Pay On Time In April
1,"‘It Was, For, Uh, Medical Reasons,’ Says Doctor To Boris Johnson, Explaining Why They Had To Give Him Haircut"
1,‘New York Times’ Pledges To Cover Biden Sexual Assault Allegations In Upcoming Crossword
1,Zoom CEO Reclines Back In Chair In Front Of Massive Wall Of Screens Displaying 10 Million Live Video Feeds
1,Walgreens Introduces New Dumbass-Only Shopping Hours For Dipshits Who Don’t Know How To Stay 6 Feet Away
1,Bernie Sanders Drops Out Of Presidential Race
1,Furloughed SeaWorld Orca Trying To Make Ends Meet By Picking Up Trader Joe’s Shift
1,Black Man Shot By Police After Matching Description For Covid-19
1,12 Top-Paying Jobs In The U.S.
1,CDC Releases Instructions For All Americans To Make Their Own Hospitals
1,Astronaut’s Estranged Wife Accused Of Lying About Space Crime
1,Undaunted Sanders Supporters Announce They’ll Continue Presidential Campaign Without Candidate
1,"‘I Congratulate Joe Biden, A Very Decent Man,’ Says Bernie Sanders In Unprovoked Attack On Democratic Party Unity"
1,European Vacation Dispatch: Ciao From The Venetian Riviera!
1,SeaWorld CEO Resigns After Furloughing 90% Of Workers
1,Damning Report Finds White House Ignored Skeletal Horsemen Galloping Through Sky As Early As January
1,How Unemployment Benefits Work
1,NASA Launches Vengeance Rover To Pay Back Mars For Killing Opportunity Back In 2018
1,"‘Just Go Home And Sleep It Off,’ Says Doctor To Coughing, Feverish Black Patient"
1,Olympic Torchbearer Has Been Jogging In Place On Street Corner For Past 2 Weeks
1,12 Shocking Table Corners We Wish We Could Unsee
1,Lady Gaga Announces Multi-Network Covid-19 Benefit Concert Telecast
1,"Exhausting Every Other Way To Pass Time, Couple Begins Ranking Their Lamps"
1,Black Man Followed In Store From Exactly 6 Feet Away
1,Trump Overturns Presidential Limo While Touting Effectiveness Of PCP To Treat Coronavirus
1,Allstate Returns Over $600 Million In Auto Premiums As Drivers Stay Home During Pandemic
1,Wisconsin Primary Voters Receive ‘I Voted’ Gravestones
1,Senator Kelly Loeffler Asks For Prayers After Losing $3 On Single Stock Due To Coronavirus
1,Grubby Hub
1,Ratings-Hungry Chris Cuomo Devotes Program To Interviewing 23 Other Cuomo Brothers
1,"Uh, Thanks?: Sony Has Announced That PlayStation Plus Subscribers Can Download The Movie ‘Spanglish’ For Free During The Month Of April"
1,11 AMAZING Photos Of Doug Bramowski As He Slowly Realizes His Wife Is Having An Affair
1,"Your Horoscopes — Week Of April 7, 2020"
1,Wisconsin Holds Democratic Primary Despite Coronavirus Concerns
1,European Vacation Dispatch From Leslie Price
1,"Boris Johnson Released From Hospital After Defunding It, Shutting It Down"
1,Georgia Governor Argues That Closing State’s Beaches An Attack On Citizens’ Fundamental Right To Get Wet ’N’ Wild
1,"Crazed, Quarantined Mental Health Experts Recommend Scrawling ‘Everything Will Be Okay’ In Feces On Wall"
1,Trump Admits 18 New States To Increase Competition For Medical Supplies
1,Scientists Announce They Have Probably Successfully Taught Sign Language To Snakes
1,Americans Urged To Make Their Own Face Masks
1,"Surgeon General: ‘This Week Will Be Like Another Pearl Harbor—And Not In A Good Way, Either’"
1,15 Most Common Misspellings
1,"The Week In Pictures – Week Of April 6, 2020"
1,NYPD Razes Central Park Hospital Tents For Violating Outdoor Encampment Laws
1,"FDA Eases Restrictions On Blood Donations From Gay, Bisexual Men"
1,Effects Of Coronavirus On The Internet
1,CORONAVIRUS LOCKDOWN DAY FIVE: The Last Will And Testament Of Topical Host Leslie Price
1,Coronavirus Task Force Member Receives Security Detail Following Threats
1,In God We Trust: The All-Time Sexiest Dimes
1,Southern Governors Argue Covid-19 Good Christian Virus That Wouldn’t Dare Spread During Church
1,Jared Kushner Says States Should Have Planned Ahead Before Joining The Union
1,"I Created The Microsoft Zune, Planned The Bay Of Pigs, And Designed The Challenger Shuttle: Here Is What The Democrats Must Do To Beat Trump In November"
1,Review: ‘Resident Evil 3’ Remaster Makes Game Even Scarier By Replacing The Nemesis With Romanian Dictator Nicolae Ceaușescu
1,Remington Releases .000009 Millimeter Anti-Viral Bullet
1,11 Dogs So Perfect They’ll Make You Google Your State’s Bestiality Laws
1,"ESPN Execs: ‘Fuck It, Air The Dogfighting’"
1,Spotify Launches App For Children
1,"Los Angeles Mayor Urges Residents To Wear Face Masks, Lose 15 Pounds, Maybe Go Brunette"
1,CORONAVIRUS LOCKDOWN DAY FOUR: Host Leslie Price Confronts The Cursed Scratching Within His Walls
1,"Woman Working From Home Not Sure She’ll Ever Be Able To Go Back To Regularly Wearing Bra, Dress, Big White Gloves, Minnie Mouse Head"
1,Cousin Reluctantly Checked In On
1,Bidet Sales Skyrocket During Coronavirus Pandemic
1,"‘They’re Doing Something To The Street,’ Reports Nation Staring Out Window"
1,Quarantined Umpire Cleans His Entire Home With Tiny Brush
1,Check Out This Egg
1,BREAKING: This Is A Test Of The Onion’s Emergency Headline System
1,Zoom App Sued For Sharing User Data
1,‘The Onion’ Glossary To Coronavirus Pandemic Terms
1,Careless Imprisoned Migrants Showing Zero Respect For Social-Distancing Rules
1,CORONAVIRUS LOCKDOWN DAY THREE: Scientists No Closer To Understanding How Pressing Buzzer Unlocks Apartment Door
1,Pandemic Lockdowns Improve Air Quality Worldwide
1,Study Finds Most Restaurants Fail Within First Year Of It Becoming Illegal To Go To Them
1,Anthropologists Who Discovered Existence Of Goblins Just Going To Let Coronavirus Thing Die Down Before Making Announcement
1,Life Risked Once Again Purchasing Frozen Waffles
1,Video Games Are Officially Art! Andres Serrano Just Submerged A Copy Of ‘Super Mario Odyssey’ In A Jar Of Piss
1,Avid Sports Bettor Forced To Gamble On Stock Market Like Real Degenerate
1,Rikers Inmates Punished After Guards Catch Them Trying To Make Bootleg Coronavirus Vaccine
