"""is_sarcastic",headline
1,It Instantly Clear Girlfriend Used To Fuck Guy Being Mentioned In Anecdote
1,Van Gogh Painting Stolen On Painter’s 167th Birthday
1,12 Xtreme Slides Just For Teens
1,CORONAVIRUS LOCKDOWN DAY TWO: Porn Industry Leaders Announce Immediate Closures Of All Orifices
1,Horse Probably Only Vegetarian For Attention
1,"Perseverance Rover Will Carry Essays, List Of Names To Mars"
1,Parton Parcel
1,Trump Tackles Medical Supply Shortage By Awarding ExxonMobil Contract To Drill For Ventilators In Arctic
1,New York Quickly Builds Thousands Of Emergency Hamptons Mansions To Shelter Wealthy
1,How To Solve A Rubik’s Cube
1,Disney Announces Plans To Release ‘Mulan’ Directly Into Americans’ Consciousness
1,Tips For Getting Started On ‘Persona 5 Royal’
1,"Your Horoscopes — Week Of March 31, 2020"
1,Employee Proves Diligence By Arriving To Video Conference Call Extra Hour Early Every Morning
1,Man Watching Space Force Rocket Launch Gazes In Awe At The Power Of Human Stupidity
1,CORONAVIRUS LOCKDOWN DAY ONE: Jesus Christ Cancels Return To Earth Amid Pandemic
1,New York City Health Officials Board Up Sun To Discourage Large Groups From Gathering Outside
1,"‘What Is This Strange Sensation,’ Announces Nation Putting On Shoes For First Time In A While"
1,Neanderthals Ate Seafood Including Sharks And Dolphins
1,Trump Delays Easter To July 15 To Keep Promise On Coronavirus
1,Instacart Employees Plan Nationwide Strike Monday
1,New Report Finds Americans Willing To Trust Scientific Knowledge Of Anyone Holding Glass Beaker Up To Light
1,Psychologists: So-Called ‘Dr. Fauci’ Just A Figment Of Nation’s Collective Imagination
1,"8 Photos Of You, The Reader"
1,"Amazon Announces Unlimited Time Off, Increased Health Benefits For All Warehouse Robots"
1,"The Week In Pictures – Week Of March 30, 2020"
1,Scientists Discover Earliest Common Ancestor To All Animal Life
1,Trump Announces Plan To Retrain Nation’s 3 Million Unemployed Americans As Human Ventilators
1,Doctors Encourage More Women To Regularly Perform Breast Self-Exams To See If They Need Implants
1,Kawhi Leonard Misses Second Consecutive Family Game Night Citing Load Management
1,What’s In Congress’ Coronavirus Stimulus Bill
1,Americans Look For Ways To Help During Coronavirus Pandemic
1,20 Women Throughout History And 5 From The Future
1,Global Pandemic That Has Killed Thousands Giving Woman Just The Push She Needed To Organize Tupperware Cabinet
1,Department Of Interior Announces Birds Will Continue Going About Regular Bird Activities During Pandemic
1,"Miss E3? Check Out Our Recreation With A Bunch Of Sweating, Overheated Gamers We Locked In Our Janitorial Closet"
1,10 Photos That Will Make You Angry Because You Are A Strange Person Who Gets Upset At Pictures Of Wallets
1,Study Finds Female Mammals Live Longer Than Males
1,NASA Finds Life Drowned On Mars
1,Man Reflects On Cyclical Nature Of Existence After Learning McDonald’s Has Stopped Offering All-Day Breakfast Once Again
1,"1,000-Bed Hospital Ships Deployed To New York, LA"
1,Haunting Photographs Capture Empty Spaces Around The Country Amid Shelter-In-Place Orders
1,Unpatriotic Whiner Demands Ventilator
1,"Congress Sets Aside $1,200 In Trust For Each American Until They Prove They’re Responsible Enough To Handle It"
1,British Man Astounded To Hear How Much It Would Cost To Get Mustard Jar Removed From Rectum Under U.S. Healthcare System
1,Jigsaw Puzzle Missing Like 999 Pieces
1,Tom Brady Awakens From Week-Long Kombucha Bender To Discover He’s A Tampa Bay Buccaneer
1,8 INSANELY CUTE Child Soldiers
1,U.N. Names Finland Happiest Country For Third Year In A Row
1,"National Park Service Under Fire For Wasting $40 Million To Pamper A Single, Charming Moose"
1,"Deal Alert: The Federal Government Is Cutting You A $1,200 Stimulus Check That You Can, And Should, Spend Exclusively On 75 Copies Of ‘Stardew Valley’"
1,TheOnion.com Has Been Designated As A Pandemic Shelter In The Event That Covid-19 Could Spread Through The Internet
1,Man Just Buying One Of Every Cleaning Product In Case Trump Announces It’s Coronavirus Cure
1,British Royal Family Orders Citizens To Leave U.K. Until Prince Charles Recovers
1,China Will Lift Lockdown On Wuhan April 8th
1,Woman Working From Home Instinctively Tries To Steal Tampons From Own Bathroom
1,Pros And Cons Of CBD For Pets
1,OGN Investigates: We Exposed An Orphan To Nothing But Violent Games For The First 12 Years Of His Life And While It Didn’t Make Him Violent He Sure Came Out Weird
1,10 Photos Of Plus-Size Models We Deserve A Pat On The Back For Running
1,Everything You Need To Know About ‘Half-Life: Alyx’
1,Woody Allen’s Memoir Released After Being Dropped By Original Publisher
1,Trump Suggests Ceding New York To Coronavirus As Possible Appeasement Strategy
1,Russia Pledges To Run Completely Positive Disinformation Campaign In 2020
1,CDC Launches Coronavirus Bot For Americans To Check Symptoms
1,Trump Urges Loosening CDC Restrictions To Let Coronavirus Get To Work
1,Olympic Dressage Rider Enraged After Spending Past 4 Years Jauntily Trotting Around On Horse For Nothing
1,"Your Horoscopes — Week Of March 24, 2020"
1,6 Dogs Who Know How To Have Fun
1,GOP Urges End Of Quarantine For Lifeless Bipedal Automatons That Make Economy Go
1,"God Possesses Pope Francis’s Body, Spins Head Around In Miraculous Sunday Mass"
1,Restless Trump Can’t Believe He Stuck Inside With Nothing To Do But Be President
1,Coronavirus Forces Landlord To Cut Back On Taking Care Of Building From 1 To 0 Hours A Week
1,Ohio Orders Halt To Most Abortions During Coronavirus Pandemic
1,"‘This Tastes Like Nothing, I Must Have Coronavirus,’ Says Man Who Has Only Eaten Mac And Cheese For Last 8 Meals"
1,Self-Isolated Woman Going So Crazy She’s Started Talking To Her Spouse
1,Nation Close To Getting Videoconferencing Software To Work
1,Americans Seek To Stay Social While Self-Isolating
1,"Dog Not Sure How To Interpret Crazy Dream Where It Saw Squirrel, Barked At Squirrel"
1,OGN’s Best Games To Play During The Coronavirus Quarantine
1,Disturbing New Study Finds American 5th-Graders Only Absorbing Targeted Advertisements At 1st-Grade Level
1,10 Things Your Parents Were Right About
1,"The Week In Pictures – Week Of March 23, 2020"
1,NASA Announces They Definitely Just Destroyed An Asteroid
1,Aquarium Lets Penguins Take Tour Of Premises During Coronavirus Shutdown
1,Experts Warn Americans Could Still Be Dealing With Coronavirus As Late As Tomorrow Afternoon
1,Amazing Lore: ‘Doom Eternal’ Creators Confirm Every Demon You Fight In The Game Went To Hell For Masturbating As Teenagers
1,Trump Orders Manufacturers To Drastically Ramp Up Production Of Hospital Gift Shop Supplies
1,TV Shows Donate Medical Supplies To Hospitals Amid Pandemic
1,Hospital Holding Back Extra Coronavirus Test Kit In Case Josh Duhamel Needs One
1,The Dos And Don’ts Of Social Distancing
1,Richard Burr Wondering When Profiting Off Mass Suffering Suddenly Became A Crime In This Country
1,8 Unlikely Animal Friendships
1,"‘Animal Crossing: New Horizons’ Developers Confirm No One Can Hurt You Here, No One Can Make You Scared"
1,Trump Administration Releases Best Case Scenario Projections For Coronavirus Where 8 Million Iranian People Die
1,Google Offers Virtual Tours Of World’s Museums And Cultural Sites
1,"Dark, Ominous Storm Clouds Atop Mount Money Indicate Recession Could Be Near"
1,Tik-Tok May Have Buried Posts From Ugly Users
1,Trump Seeks To Stimulate Economy By Sending Rare Autographed Photo To Every American
1,Defiant 123-Year-Old Not Going To Let Coronavirus Stop Him From Hanging Out With Friends
1,Woman Annoyed Cat Would Rather Play With Hair Tie Than Expensive Gaming Console She Bought It
1,6 Startling Before And After Photos Of Meth Users
1,Triumphant Jared Kushner Announces Plan To Move CDC Headquarters To Jerusalem
1,Huge Announcement: Sony Just Revealed The PS5 Can Function As A Makeshift Gravestone To Mark The Site Of Your Shallow Burial
1,Marina Abramović Stolen In Daring Performance Art Heist
1,"Amazon Hires 100,000 Workers In Wake Of Coronavirus Surge"
1,Employee Working From Home Frantically Trying To Finish Report By End Of Days
1,Tom Brady Leaves New England Patriots
1,Microsoft Confirms Xbox Series X Next-Gen Graphics Will Finally Allow Games That Are All Realistic Hair And Water
1,"Trump Quietly Checks With Aides To Make Sure He’d Be Included In Receiving $1,000 Government Checks"
1,‘The Onion’ Looks Back On Tom Brady’s Career As The New England Patriots All-Time Greatest Kisser
1,Trump Hits Back At China By Announcing U.S. Will Also Expel American Journalists
1,Bucs Sign Replacement-Level Veteran To Hold Down QB Position Until They Draft Starter
1,Frustrated Dog Has No Time To Jerk Off Now That Owner Home All Day
1,Conservative Worries Relief Checks Would Discourage Americans From Providing For Selves By Killing Him And Taking His Property
1,10 Most OMG Adorable Animals
1,Timeline Of Trump Administration’s Response To Coronavirus
1,Universal Pictures Makes Movies Currently In Theaters Available For Home Viewing Following Coronavirus Concerns
1,"Amazon Hires 100,000 New Workers To Cram In Close Quarters Just For Kicks"
1,Kansas Basketball Devastated They Won’t Get Opportunity To Vacate National Championship
1,"Fiat Recalls More Than 10,000 Cars For Not Looking Small And Weird Enough"
1,Nation’s 108 Million Service Industry Workers Assure Public That Job Is Just Way To Stay Busy After Winning Lottery Years Ago
1,Who Said It: Kanye West Or An Instruction Manual For The Cuisinart CRC-400 Electric Rice Cooker?
1,CDC Urges Americans To Prevent Spread Of Germs By Beatboxing Into Elbow
1,Americans Mark St. Patrick’s Day
1,"Your Horoscopes — Week Of March 17, 2020"
1,Tom Brady: ‘I Want To Thank All The Insufferable New England Fans For Giving Me A Reason To Get The Hell Out Of Here’
1,Amazing Detail: Every Game In ‘MLB The Show’ Will Feature A Frustrated Father Sitting In The Stands Next To His Husky Son Playing A Nintendo DS
1,Congress Allocates $2 Trillion To Bail Out Struggling Bailout Industry
1,Biden Pledges To Select Woman As Vice President Since Position Doesn’t Entail Much Anyway
1,Woman Tries To Spark Casual Chat In Long Grocery Store Line As If She Not Desperately Attempting To Outrun Death
1,Americans Urged To Help ‘Flatten The Curve’ Of Covid-19 Pandemic
1,Outbreaks In Victorian England Confirm Coronavirus Capable Of Spreading Through Time
1,"Biden, Sanders Go Head-To-Head In Debate"
1,Pfizer Pours All Resources Into Developing New Hyper-Depressant Pill To Help Americans Ease Transition Into Self-Quarantining
1,Porn Industry Leaders Announce Immediate Closure Of All Orifices
1,Report: Cat Can Tell You’ve Been Drinking Again
1,10 Crazy Optical Illusions
1,Idaho Governor Orders State’s Restaurant To Be Shut Down
1,Divorced Mom At Point In Life Where She Figures She Might As Well Start Writing Erotic Letters To Men In Prison
1,"The Week In Pictures – Week Of March 16, 2020"
1,Rob Gronkowski Signs Deal With World Wrestling Entertainment
1,An Alarming Crime Scene In New England
1,Trump Advises Americans Worried About Coronavirus To Just Get Doctor Who Always Tells Them They In Perfect Health
1,‘I Have Coronavirus And I Am Dead’ Says Trump Furthering Confusion Over COVID-19
1,"College, Professional Sports Seasons Postponed And Suspended Following Coronavirus Fears"
1,Movie Theaters Packed With Frenzied Crowds Trying To Catch Last-Minute Screening Of ‘Sonic’ Film Before Coronavirus Hits
1,Frustrated Jared Kushner Doesn’t Get Why Everyone In Media Attacking His Qualifications Like They Didn’t Just Get Jobs Through Nepotism Too
1,Kushner Announces Doctors HATE Him After He Discovered One Weird Trick To CURE Coronavirus
1,Trump Assures Americans He Called 911 To Report Coronavirus Outbreak
1,Health Experts Worry Coronavirus Will Overwhelm America’s GoFundMe System
1,Everything You Need To Know About ‘Nioh 2’
1,How U.S. Organizations Are Responding To The Coronavirus Outbreak
1,Guests Spit Mouthfuls Of Tuna Into Buckets At StarKist Cannery Tour Tasting Room
1,Orioles Suggest That MLB Maybe Consider Canceling Entire Season Just To Be Totally Safe
1,‘New York Times’ Offering Free Access To Obituaries During Coronavirus Outbreak
1,Federal Reserve Takes Drastic Action By Pumping $1.5 Trillion Into The Ether
1,Racist ‘Song Of The South’ Will Not Be Added To Disney+
1,Italy Travel Ban Gives Rise To Underground Network Of Gondoliers Smuggling Tourists Into Country
1,James Harden Pledges 10 Million Dollar Bills To Keep Nation’s Strip Clubs Afloat During Pandemic
1,Green Giant Takes A Stand Against Gun Violence
1,Dow Jones Drops 20% As Pandemic Fears Grow
1,Top U.S. Health Experts: ‘Hold On To Your Fucking Seats Because This Bitch Hasn’t Even Thought About Starting Yet’
1,Best Buy CEO Humbly Asks If Everyone Can Go Out And Buy A Cord Or Something To Help With Company’s Coronavirus Losses
1,Harvey Weinstein Placed Under Intensive Suicide Encouragement At Rikers Island
1,Coworkers At Bathroom Sink Locked In Tense Standoff Over Who Going To Wash Hands Longer
1,‘You A Pumpkin-Headed Bitch’ Announces Bus Teenager
1,Myth Vs. Fact: Coronavirus
1,BP Executives Combat Negative Perceptions Of Fossil Fuel Companies By Putting Iceberg In Hotel Room With Murdered Prostitute
1,Judge Rules Led Zeppelin Did Not Steal ‘Stairway To Heaven’ Riff
1,Son-Of-A-Bitch Mouse Solves Maze Researchers Spent Months Building
1,Putin Backs Constitutional Amendment That Could Keep Him In Office Through 2036
1,Best Methods For Staying Safe From Coronavirus
1,"‘I Can’t Wait To Dress Up As The Coronavirus For Halloween,’ Says Man Who Will Be Dead By May"
1,Biden Extends Olive Branch To Biden Supporters
1,Tulsi Gabbard Named Democratic Nominee After Discovery Of Obscure Rule That Grants Nomination To Whoever Wins 0.7% Of The Vote In Missouri
1,Girlfriend Making Playlist Of Bands You Might Like To Associate With Her Forever
1,Dole Introduces New Voice-Activated Grapefruit
1,Wells Fargo Board Members Resign Following Congressional Report
1,Is Bernie Sanders Too Old To Be The Next James Bond?
1,Lucky Cruise Passengers Get Bunch Of Extra Days On Ship
1,Twitter Adds ‘Manipulated Media’ Label To Video Retweeted By Trump
1,Things Must Be Getting Pretty Serious For Girlfriend’s Dad To Gift Bottle Of BBQ Sauce
1,Insecure Man Worried Everyone At Gym Will Stare At His Perfectly Chiseled Body
1,Cashier Enlists Assistance Of Slightly More Competent Cashier
1,"‘Vote Blue No Matter Who, Vote Blue No Matter Who,’ Chants Man Filling In Every Bubble On Democratic Primary Ballot"
1,"Your Horoscopes — Week Of March 10, 2020"
1,CDC Advises Americans To Protect Against Coronavirus By Piling Into This Here Tub For A Scrubbin’
1,NASA Says Lettuce Grown In Space Is Safe To Eat
1,Pope Francis Urges Priests To Refrain From Molesting Children Over Coronavirus Fears
1,New Study Finds Most Premature Births Occur After Fetus Smells Something Delicious Outside
1,Dow Rallies After It Turns Out Trader Who Jumped Out Window Was Merely Having Marital Problems
1,Pope Francis Gives Blessings Via Video In Effort To Reduce Spread Of Coronavirus
1,Woman’s Subconscious Not Sure How Much More Clearly It Can Communicate That Her Teeth Going To Fall Out Soon
1,Fact That Man Being Criticized Just Goes To Prove His Point
1,Biden Gives Speech From South African Jail Cell Where He Still Imprisoned For Supporting Nelson Mandela
1,"The Week In Pictures – Week Of March 9, 2020"
1,Steph Curry Returns To NBA Following Injury
1,FAA Restricts Passenger Jets To Flying No More Than 15 Feet Above Ground
1,73-Year-Old Billie Eilish Breaks Silence To Discuss Ravages Of Fame In Interview From Hermetically Sealed Mansion
1,Smithsonian Apologizes For Fraudulent ‘Treasures Of Obama’s Tomb’ Exhibit
1,Elizabeth Warren Suspends Presidential Campaign
1,Man Talking Big Game About Having Shroom Hookup Folds Almost Immediately Under Pressure
1,Key Priorities For Trump’s Reelection Campaign
1,Man Who’s Really Excited To One Day Have Children Must Be Pedophile
1,Former TV Host Must Pay PBS $1.5 Million For Violating Morality Clause
1,‘The Onion’ Celebrates International Women’s Day
1,Biden Defends Past Inappropriate Touching Of Women As Symptom Of Stuttering Hands
1,CDC Warns Public Of Mutating Coronavirus
1,Ruth Bader Ginsburg Flirting With 67-Year-Old Intern Again
1,Dixie Chicks Release First New Single In 14 years
1,"‘We Have Coronavirus Under Control,’ Announces CDC Director As Nose Slowly Transforms Into Pangolin Snout"
1,Restaurant Expensive Enough That Menu Just Single Sheet Of Really Nice Paper
1,Self-Congratulatory Civility Between Disagreeing Internet Commenters Honestly Worse Than Fight Would Have Been
1,"Vindictive Amy Klobuchar Elected Mayor Of South Bend, Indiana"
1,Biden Wondering Where All This Support Was When He Still Had Functioning Brain
1,Amazing Collaboration: NASA Is Working With Nintendo To Learn How They Got The ‘?’ Blocks In ‘Mario’ Games To Float In The Air
1,Apple Ordered To Pay Up To $500 Million Over Slow iPhones
1,Health Officials Ask Americans To Stop Buying Face Masks
1,Catholic Leaders Transfer Most Alluring Children To Another Church
1,Serial Killer Nostalgic For Bygone Days When He Could Still Get Excited By Something As Simple As Setting A Dog On Fire
1,Man Loses Control Of Stretch
1,Sanders Supporter Urges Importance Of Listening To Minority Voices Just Not Specifically The Ones Who Handed Victory To Biden
1,Frustrated Bloomberg Staffer Literally Just Aborted Fetus For This Job
1,Biden Says Incredible Comeback Proves He Can Beat Progressive Democrat In A General Election
1,Elderly Woman Wheeling Oxygen Tank Takes Over Bus’ Priority Seating Like Most Feared Inmate On Prison Yard
1,Closet With The Luggage All Fucked Up
1,Worst Pandemics In Global History
1,Woman Braces Self As Documentary Shows Sea Lions Happily Swimming Near Shoreline
1,‘Judge Judy’ Ending After 25 Seasons
1,Amazing News Gamers: Everyone Is Having A Great Time Playing Video Games
1,Area Man Unaware Lifelong Aerosmith Fandom Caused By Early Imprinting Of Steven Tyler As Father Figure
1,White House Condemns 2020 Election As Partisan Witch Hunt
1,Americans Urged To Stockpile Loved Ones Ahead Of Coronavirus Outbreaks
1,"Buttigieg, Klobuchar Endorse Biden After Suspending Campaigns"
1,"God Happens Upon Tribe Of Primitive, Sky-Worshipping Angels In Previously Uncontacted Region Of Heaven"
1,Snack Industry Runs Out Of Ways To Escalate The Word ‘Cheese’
1,Last-Minute Change To Super Tuesday Primary Rules Requires All 14 States To Vote At Same Polling Place
1,Panicked WHO Officials Not Sure How To Respond After Coronavirus Brings 12 People Back To Life
1,Biden Confident After Spending Super Tuesday Stumping Across Iowa
1,Astronomers Discover ‘Mini-Moon’ Orbiting Earth
1,Baby Totally Strung Out On Attention
1,New Neutrogena Deep Cleanse Just 130-Pound Chimp That Rips Your Face Off
1,"Your Horoscopes — Week Of March 3, 2020"
1,Tom Steyer Drops Out Of Democratic Presidential Race
1,"Report: More Americans Opting To Cut Cord By Building, Launching Own Satellite Into Orbit"
1,DNC Commits To Younger-Looking Leadership With New Rejuvenating Skincare Routine
1,Man Commits To Being Overly Nice For Next 45 Minutes To Friend He Just Snapped At
1,Eukaryote Traumatized After Accidentally Witnessing Parent Cell Undergo Mitosis
1,Depressed Mom Can’t Even Enjoy Adult Son’s New Haircut
1,"Buttigieg Drops Out Of Democratic Race After Slamming Own Plan To Be President As ‘Naive, Unrealistic Pipe Dream’"
1,Olive Garden Unveils New All-You-Can-Eat Assisted Suicide Dinners For Terminally Ill Customers
1,Building Self-Conscious About Patch Of Discolored Bricks
1,Damning New Footage Shows Sanders In 1980s Arguing Madonna Could Never Make Transition From Music To Film
1,Americans Conned Out Of $201 Million In Online Romance Scams In 2019
1,Study: Majority Of Americans Not Prepared For When Sun Engulfs Earth In 7.5 Billion Years
1,"The Week In Pictures – Week Of March 2, 2020"
1,"Weighted Blanket Sure To Succeed Where CBD, Salt Lamp, Oil Diffuser, Acupressure Mat, Bath Bombs, And White Noise Machine Failed"
1,Trump Claims Responsibility For Longest Black History Month In 4 Years
1,Olympic Committee Announces Tokyo Games Will Still Go On As Planned Because True Athletes Embrace Every Obstacle That Comes Their Way
1,Pentagon Awards Oscar Mayer $102 Million Contract For New Military-Grade Hot Dog
1,Man Annoyed He No Longer Even Able To Go To Wuhan To Eat Bats Without Mom Freaking Out
1,NFL Draft Prospect Sets Combine Record By Scrubbing Entire Social Media Presence In 17.64 Seconds
1,Marine Corps Orders Removal Of Confederate Symbols From All Bases
1,"Warren Tells Supporters To Cut That Pinterest Shit Out, This Is Serious"
1,Obama Kind Of Hurt No One’s Even Asked For His Endorsement
1,"Authorities Arrest 15,000 At FugitiveCon 2020"
1,Myth Vs. Fact: Stop-And-Frisk Policy
1,Child Doing Stations Of The Cross Reflects On Boredom Christ Must Have Felt During Crucifixion
1,Scotland Set To Become First Country To Provide Free Menstrual Products To All Women
1,‘I’ll Show Those Pricks!’ Screams Mitt Romney Driving Busload Of Pregnant Women To Abortion Clinic After Being Disinvited To CPAC
1,Professional Rodeo Cowboys Association Horrified To Learn Madison Bumgarner Risking Health As Baseball Pitcher
1,CBS Inks Deal For 30-Episode Bloomberg Ad
1,Maria Sharapova Retires From Tennis
1,"‘I Like This Candidate Now And Will Vote For Him,’ Says Area Man After Having To Watch 12th Bloomberg Ad In Single Day"
1,"New, Inclusive Gerber Campaign Features First Adult Gerber Baby"
1,Timberwolves Fire Clerk On Accounts Receivable Team In First Step Towards Turning Franchise Around
1,Man Doesn’t Mind Long Commute Because It Gives Him Extra Time To Listen To Voice In Head Saying He Can’t Keep Living Like This
1,"‘No, Stop, Please,’ Shouts Woman As Hands Uncontrollably Google All Of Boyfriend’s Exes"
1,Candidates Struggle To Answer Question About Future Of Granite Countertops During HGTV Town Hall
1,"‘No Way To Prevent This,’ Says Only Nation Where This Regularly Happens"
1,CDC Warns Of U.S. Coronavirus Outbreak
1,Greatest Video Game Weapons Of All Time
1,CDC Warns Against Potential Health Risks Of Flavored Gun Barrels
1,Breaking: Mama!
1,Effects Of The #MeToo Movement
1,Iran’s Deputy Health Minister Announces He Has Coronavirus And Also Hemorrhoids But That’s A Separate Thing That He Will Deal With On His Own
1,Actor Hank Azaria To Stop Voicing Apu On ‘The Simpsons’
1,Sanders Supporter Sick Of Movement Being Defined By Small Number Of Toxic Members Like Him
1,Trump Holds Diplomatic Ceremony To Formally Welcome Coronavirus To United States
1,Driver Enraged At Rider Who Threw Up In Ambulance
1,Neurosurgeon Feels Lucky He Was Able To Turn Hobby Into Career
1,This The Part Of Musical Number Where Everyone In Chorus Slowly Kneels Around Main Character
1,"‘I’m Free, I’m Finally Free!’ Thinks Parent Before Realizing Lost Child Just Hiding Inside Clothes Rack"
1,Handwritten Sign Clarifies Flooded Urinal Covered In Garbage Bag ‘Out Of Order’
1,Moderators Kick Off Debate By Asking Whether Bloomberg Ready To Get Shit Rocked Again
1,Klobuchar Hoping To Distinguish Herself During Debate As Only Candidate Not Sucker Punched In Gut Moments Before Stepping On Stage
1,Netflix Adds ‘Top 10’ List Featuring Most Popular Shows
1,Elena Kagan Worried She’s A Fraud After Being Only Female Justice Not Called Out By Trump
1,Yosemite On Lockdown After Bear Spotted In Park
1,Idiotic Squirrel With Acorn Runs Away From Man As If He Doesn’t Get To Eat All The Nuts He Wants
1,Harvey Weinstein Found Guilty
1,Quentin Tarantino Has Son In Latest Homage To Spaghetti Western Director Sergio Leone
1,"Reform ‘Fifty Shades’ Reader Doesn’t Think Christian And Ana Literally Indulged In Bladder Control Fetish, But Derives Meaning From Story Nonetheless"
1,"Dead-Eyed Tattoo Artist Has Inked ‘Tomorrow Is Promised To No One’ 5,000 Times In Past Year"
1,Nation’s Men Stunned To Realize Sexual Harassment Problem May Go As Far Back As 1990
1,Jörmungandr Succumbs To First Recorded Case Of Human-To-God Coronavirus Transmission
1,"Your Horoscopes — Week Of February 25, 2020"
1,So-Called ‘Flash Sale’ May Have Been Strategized Weeks In Advance
1,Outback Introduces New Bloomin’ Cow
1,Scientists Use Artificial Intelligence To Discover New Antibiotics
1,Trump In India Hails Blossoming Relations Between The 2 Planets
1,Federal Government Reinstitutes Practice Of Spanking Criminals As Punishment
1,Embarrassed Heart Surgeon Admits He May Have Accidentally Left Sanders’ Medical Records In Candidate’s Chest
1,"‘You Take These Cuffs Off Of Me And I’ll Make You A Star,’ Says Harvey Weinstein To Female Bailiff Escorting Him Out Of Courtroom"
1,Trump Visits India
1,Desperate CDC Director Walks Down Hall Of Imprisoned Diseases For One-On-One Talk With Avian Flu About Stopping Coronavirus
1,U.S. Unveils Plan For Rest Of World To Become Carbon-Neutral By 2030
1,PETA Quietly Testing ‘Coronavirus Is A Living Thing’ Ad Spots In Few Small Markets
1,Smithsonian Museum Celebrates Black Alternate History Month With Full-Scale Recreation Of W.E.B. Du Bois’ War Zeppelin
1,Pathetic: This Gamer Who Got Shot 3 Times Went To A Hospital Instead Of Just Crouching Behind Cover For 10 Seconds
1,"Concerned Baby Starting To Worry Lethargic, Distant Mom Not Suffering From Postpartum Depression At All"
1,"The Week In Pictures – Week Of February 24, 2020"
1,Forever 21 Bought Following Bankruptcy
1,"Trump Administration Rolls Back Hunting Regulations Forbidding Use Of Chokeholds, Eye Gouging On Birds"
1,Pete Alonso Asks Teammates Whether They’d All Rather Sign Up For Volleyball This Year
1,Anti-Cyberbullying Campaign Encourages Kids To Get Out There And Do It In Person
1,Roger Stone Sentenced To Over 3 Years In Prison
